unique_row_id,match_id,match_alternative_id,match_type,match_date,home_team_id,home_team,visiting_team_id,visiting_team,set_number,home_team_score,visiting_team_score,rally_number,point_won_by,serving_team,receiving_team,setter_position,home_setter_position,visiting_setter_position,possession_number,video_time,code,custom_code,point_phase,attack_phase,team,player_id,player_name,player_number,skill,skill_type,skill_subtype,evaluation_code,attack_code,set_code,set_type,start_zone,end_zone,end_subzone,num_players_numeric,start_coordinate,mid_coordinate,end_coordinate,start_coordinate_x,start_coordinate_y,mid_coordinate_x,mid_coordinate_y,end_coordinate_x,end_coordinate_y,home_p1,home_p2,home_p3,home_p4,home_p5,home_p6,visiting_p1,visiting_p2,visiting_p3,visiting_p4,visiting_p5,visiting_p6,file_id,file_name,created_by,create_datetime
1167,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,4,2,7,Negrini CTE Acqui Terme,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,2,5,2,6595.0,a04RM+~~~75,,Reception,,Monge Gerbaudo Savigliano,SCH-AND-01,Andrea Schiro,4.0,Reception,Jump-float serve reception,Jump Float,+,,,,7,5,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1168,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,4,2,7,Negrini CTE Acqui Terme,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,2,5,2,6595.0,a18EQ+KPC~~~2,,Reception,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,Quick ball set,,+,,KP,,,,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1169,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,4,2,7,Negrini CTE Acqui Terme,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,2,5,2,6598.0,a16AQ/X7~44~H2,,Reception,Transition,Monge Gerbaudo Savigliano,BON-PAO-92,Paolo Bonola,16.0,Attack,Quick ball attack,Hard,/,X7,,,4,4,,2.0,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1170,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,4,2,7,Negrini CTE Acqui Terme,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,2.0,2,5,3,6598.0,*14BQ#~~~~3~~2,,Serve,,Negrini CTE Acqui Terme,ESP-DAV-95,Davide Esposito,14.0,Block,Quick ball block,,#,,,,,3,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1171,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,2,7,Negrini CTE Acqui Terme,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,2.0,2,5,3,6601.0,*p05:02,,Serve,,Negrini CTE Acqui Terme,,,,Point,,,0,,,,,,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1172,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,2,8,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,2.0,2,5,1,6623.0,*08SM=~~~72~~~N,N,Serve,,Negrini CTE Acqui Terme,GUA-FRA-03,Francesco Guastamacchia,8.0,Serve,Jump-float serve,Jump Float,=,,,,7,2,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1173,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,2,8,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,2,5,2,6623.0,a$$&H#,,Reception,,Monge Gerbaudo Savigliano,,,,,,,#,,,,,,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1174,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,3,8,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,5.0,2,5,2,6626.0,ap05:03,,Reception,,Monge Gerbaudo Savigliano,,,,Point,,,0,,,,,,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,1.0,11.0,4.0,16.0,18.0,6.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1175,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,3,9,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,4.0,2,4,0,6628.0,az4,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1176,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,3,9,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,4.0,2,4,1,6644.0,a11SQ+~~~11,,Reception,,Monge Gerbaudo Savigliano,ROS-LUC-01,Luca Rossato,11.0,Serve,Jump serve,Jump Spin,+,,,,1,1,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1177,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,3,9,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,2,4,2,6644.0,*21RQ-~~~11,,Serve,,Negrini CTE Acqui Terme,TRO-FIL-05,Filippo Trombin,21.0,Reception,Jump serve reception,Jump Spin,-,,,,1,1,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1178,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,3,9,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,2,4,2,6644.0,*05ET+~~F~~~2,,Serve,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1179,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,3,9,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,2,4,2,6647.0,*11AM#X5~44~H2,,Serve,Transition,Negrini CTE Acqui Terme,BOT-IAC-87,Iacopo Botto,11.0,Attack,Half ball attack,Hard,#,X5,,,4,4,,2.0,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1180,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,5,3,9,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,4.0,2,4,3,6647.0,a18BT=~~~~2~~2,,Reception,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Block,Head ball block,,=,,,,,2,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1181,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,9,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,2.0,2,4,4,6650.0,*p06:03,,Serve,,Negrini CTE Acqui Terme,,,,Point,,,0,,,,,,,,,,,,,,,,,8.0,5.0,11.0,14.0,3.0,16.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1182,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,0,6655.0,*z1,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1183,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,1,6673.0,*05SM!~~~58,,Serve,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Serve,Jump-float serve,Jump Float,!,,,,5,8,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1184,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,2,6673.0,a06RM!~~~58,,Reception,,Monge Gerbaudo Savigliano,SAC-MAU-98,Mauro Sacripanti,6.0,Reception,Jump-float serve reception,Jump Float,!,,,,5,8,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1185,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,2,6673.0,a18ET+K1B,,Reception,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,Head ball set,,+,,K1,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1186,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,2,6676.0,a11AM!X8~92~H2,,Reception,Transition,Monge Gerbaudo Savigliano,ROS-LUC-01,Luca Rossato,11.0,Attack,Half ball attack,Hard,!,X8,,,9,2,,2.0,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1187,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,3,6676.0,*11BT!~~~~4~~2,,Serve,,Negrini CTE Acqui Terme,BOT-IAC-87,Iacopo Botto,11.0,Block,Head ball block,,!,,,,,4,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1188,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,4,6676.0,a04DH!,,Reception,,Monge Gerbaudo Savigliano,SCH-AND-01,Andrea Schiro,4.0,Dig,High ball dig,Float,!,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1189,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,4,6676.0,a18ET+~~F,,Reception,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1190,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,4,6680.0,a04AM!X5~42~H2,,Reception,Transition,Monge Gerbaudo Savigliano,SCH-AND-01,Andrea Schiro,4.0,Attack,Half ball attack,Hard,!,X5,,,4,2,,2.0,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1191,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,5,6680.0,*03BT!~~~~2~~2,,Serve,,Negrini CTE Acqui Terme,ARG-AND-96,Andrea Argenta,3.0,Block,Head ball block,,!,,,,,2,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1192,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,6,6680.0,a11DH!,,Reception,,Monge Gerbaudo Savigliano,ROS-LUC-01,Luca Rossato,11.0,Dig,High ball dig,Float,!,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1193,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,6,6680.0,a18EH-~~~~~~2,,Reception,,Monge Gerbaudo Savigliano,PIS-MAT-95,Matteo Pistolesi,18.0,Set,High ball set,,-,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1194,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,7,6685.0,*03FH+,,Serve,,Negrini CTE Acqui Terme,ARG-AND-96,Andrea Argenta,3.0,Freeball,,,+,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1195,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,7,6685.0,*05ET+~~F,,Serve,,Negrini CTE Acqui Terme,BEL-GIU-03,Giuseppe Bellanova,5.0,Set,Head ball set,,+,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1196,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,7,6688.0,*11AM-X5~46~H2,,Serve,Transition,Negrini CTE Acqui Terme,BOT-IAC-87,Iacopo Botto,11.0,Attack,Half ball attack,Hard,-,X5,,,4,6,,2.0,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1197,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,8,6688.0,a13DT+~~~47,,Reception,,Monge Gerbaudo Savigliano,PRO-FRA-01,Francesco Prosperi Turri,13.0,Dig,Head ball dig,Standing Float,+,,,,4,7,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1198,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,8,6688.0,a06EH+~~F,,Reception,,Monge Gerbaudo Savigliano,SAC-MAU-98,Mauro Sacripanti,6.0,Set,High ball set,,+,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1199,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,8,6692.0,a04AH#V5~46~H2,,Reception,Transition,Monge Gerbaudo Savigliano,SCH-AND-01,Andrea Schiro,4.0,Attack,High ball attack,Hard,#,V5,,,4,6,,2.0,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1200,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,3,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,1.0,1,4,9,6692.0,*16DH=~~~47,,Serve,,Negrini CTE Acqui Terme,CAR-DAN-05,Daniele Carpita,16.0,Dig,High ball dig,Float,=,,,,4,7,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1201,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,4,10,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,4.0,1,4,10,6695.0,ap06:04,,Reception,,Monge Gerbaudo Savigliano,,,,Point,,,0,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,11.0,4.0,16.0,18.0,6.0,1.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1202,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,4,11,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,3.0,1,3,0,6705.0,az3,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1203,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,4,11,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,3.0,1,3,1,6718.0,a04SQ=~~~15~~~N,N,Reception,,Monge Gerbaudo Savigliano,SCH-AND-01,Andrea Schiro,4.0,Serve,Jump serve,Jump Spin,=,,,,1,5,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
1204,ca4d6988,2025-11-08 | 6735 | 6734,Andata,2025-11-08,6735,Negrini CTE Acqui Terme,6734,Monge Gerbaudo Savigliano,4,6,4,11,Negrini CTE Acqui Terme,Monge Gerbaudo Savigliano,Negrini CTE Acqui Terme,1.0,1,3,2,6718.0,*$$&H#,,Serve,,Negrini CTE Acqui Terme,,,,,,,#,,,,,,,,,,,,,,,,,5.0,11.0,14.0,3.0,16.0,8.0,4.0,16.0,18.0,6.0,1.0,11.0,12F-JvEhPY5aoY_rPSeHczs76PzcNOwgJ,&2025-11-08a3m04savigliano-acqui_syn_mantova.dvw,system,2025-12-02 22:18:47
